episode_reward,episode_success,episode_length,episode_terminated,num_trajectories,scenario_total_flow_vph,scenario_cav_penetration,scenario_cav_flow_vph,scenario_hdv_flow_vph,avg_speed,avg_jerk,total_fuel_mL,tet_seconds,tet_rate,trip50_avg_time_s,trip50_avg_stop_time_s,trip50_avg_speed_mps,trip50_num_completed,trip50_hdv_avg_time_s,trip50_hdv_avg_stop_time_s,trip50_hdv_avg_speed_mps,trip50_hdv_num_completed,trip50_mix_avg_time_s,trip50_mix_avg_stop_time_s,trip50_mix_avg_speed_mps,trip50_mix_num_completed,r_speed_mean,r_accel_mean,r_jerk_mean,r_safety_mean,r_lc_mean,r_idle_mean,r_energy_mean,r_terminal_mean,num_terminals,step,episode,elapsed_time,steps_per_second,critic_loss,actor_loss,alpha_loss,alpha_acc_loss,alpha_lane_loss,alpha,alpha_acc,alpha_lane,q_mean,logp_mean,logp_acc_mean,logp_lane_mean,lane_entropy_mean,attn_gate_mean_actor,attn_ego_weight_actor,attn_gate_mean_q1,attn_ego_weight_q1,critic_loss_mean,critic_loss_std,critic_loss_slope,actor_loss_mean,actor_loss_std,actor_loss_slope,alpha_loss_mean,alpha_loss_std,alpha_loss_slope,alpha_acc_loss_mean,alpha_acc_loss_std,alpha_acc_loss_slope,alpha_lane_loss_mean,alpha_lane_loss_std,alpha_lane_loss_slope,alpha_mean,alpha_std,alpha_slope,alpha_acc_mean,alpha_acc_std,alpha_acc_slope,alpha_lane_mean,alpha_lane_std,alpha_lane_slope,q_mean_mean,q_mean_std,q_mean_slope,logp_mean_mean,logp_mean_std,logp_mean_slope,logp_acc_mean_mean,logp_acc_mean_std,logp_acc_mean_slope,logp_lane_mean_mean,logp_lane_mean_std,logp_lane_mean_slope,lane_entropy_mean_mean,lane_entropy_mean_std,lane_entropy_mean_slope,attn_ego_weight_actor_mean,attn_ego_weight_actor_std,attn_ego_weight_actor_slope,attn_ego_weight_q1_mean,attn_ego_weight_q1_std,attn_ego_weight_q1_slope
-10274.29578590393,0.0,1500.0,0.0,52.0,1942.0,0.9054173266933417,1758.0,184.0,2.4123913943847364,10.01389130833419,1450.0378506236575,12.600000000000001,0.012747875354107648,141.2,100.79999999999998,4.086119869163267,7.0,63.73333333333333,29.333333333333318,7.113364172527288,3.0,141.2,100.79999999999998,4.086119869163267,7.0,-0.010500872014954853,-0.0255985069537416,-0.060033640369793376,-0.0017292559847226388,-0.055058441558415196,-0.7330735930732243,-0.0035891601499263596,0.39328460654236785,4.0,1500.0,0.0,22.495322465896606,66.68052890880014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8513.578621889154,0.0,1500.0,0.0,35.0,2052.0,0.31864202907271094,653.0,1399.0,4.092949681434822,7.84316047770224,9416.109840209714,386.40000000000003,0.08619612742036227,83.01481481481481,39.46296296296296,5.833257623801084,54.0,74.61176470588235,31.278431372549026,6.085686637032176,51.0,83.01481481481481,39.46296296296296,5.833257623801084,54.0,-0.00654110822974093,-0.026471232862012434,-0.06069616329142617,-0.0012033677560339816,-0.056614899379464276,-0.7200246837392321,-0.004078470749131735,0.17104648204761716,3.0,3000.0,1.0,34.93819260597229,85.86591853315228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-11790.700538635254,0.0,1500.0,0.0,29.0,2044.0,0.26312945593648973,537.0,1507.0,3.3464171488461676,5.478173059210667,9010.95001811192,249.8,0.04637950241366506,101.62264150943396,59.06415094339623,5.794917761746164,53.0,97.09803921568627,54.64313725490197,5.951790084704235,51.0,101.62264150943396,59.06415094339623,5.794917761746164,53.0,-0.0058047396605472885,-0.025858560245862125,-0.05971560134217238,-0.0011541140129837158,-0.05990695943429965,-0.7210420543353607,-0.004148373059172446,0.2640649791254688,2.0,4500.0,2.0,48.0823016166687,93.5895297998793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6190.293200659752,0.0,1500.0,0.0,39.0,2018.0,0.5101947975329254,1029.0,989.0,3.3663088137519623,8.352421420863255,5277.642047229926,140.20000000000002,0.04964589235127479,100.85714285714286,64.86428571428571,6.053371812733211,28.0,72.20000000000002,36.90434782608695,6.793966880216671,23.0,100.85714285714286,64.86428571428571,6.053371812733211,28.0,-0.009359675276564188,-0.025753012664465374,-0.06037534341008237,-0.0013149870744412833,-0.05384990253409549,-0.7330581355345003,-0.0037392698366201004,1.2702050539564678,5.0,6000.0,3.0,60.81527590751648,98.65942249648543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9582.219824790955,0.0,1500.0,0.0,48.0,2001.0,0.7771467107628444,1555.0,446.0,2.313725676221877,8.509567276247674,2351.382304019481,52.6,0.03249721981959718,147.14545454545453,108.47272727272728,4.459543136925199,11.0,88.68571428571428,51.40000000000001,6.205419435910623,7.0,147.14545454545453,108.47272727272728,4.459543136925199,11.0,-0.011101726155643922,-0.025703532884407555,-0.06039959981162356,-0.0014827755771870794,-0.054510225044331215,-0.7380334298249138,-0.003575568269693401,0.2667724055864177,4.0,7500.0,4.0,75.10263967514038,99.86333413101809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1699.74872781833,0.0,1500.0,0.0,39.0,1933.0,0.35894378283200457,693.0,1240.0,3.146389030252737,8.103164655632444,10421.407854308894,325.8,0.05284157259634099,108.16842105263156,61.357894736842105,4.599252617428892,57.0,82.05777777777779,37.74666666666667,5.367756705434752,45.0,108.16842105263156,61.357894736842105,4.599252617428892,57.0,0.01903270511716411,-0.029229740813790307,-0.059647573642827134,-0.002061945226390002,-0.055194116140353605,-0.6124775879100421,-0.00693616308655055,0.3756731505620379,12.0,9000.0,5.0,101.65804672241211,88.53209647609538,0.1264512836933136,-6.341015815734863,-1.119490146636963,-0.5277326107025146,-0.5917574763298035,0.719857394695282,0.719857394695282,0.7189821600914001,5.051592826843262,-1.722231388092041,-0.6269538402557373,-1.0952774286270142,1.0952774286270142,,0.11245039850473404,,0.16775940358638763,0.12677134548624355,0.058583683914837564,0.0012696896316079544,-5.005558697382609,0.8768329825525286,-0.10021999113021351,-0.3855271459246675,0.44590216284523243,-0.05151562306893219,-0.1840160712754975,0.2126921971725602,-0.024570567484166028,-0.20151107427470075,0.23322138115963303,-0.026945055403461267,0.9013384242852529,0.11658164266807412,-0.013445685981245568,0.9013384242852529,0.11658164266807412,-0.013445685981245568,0.9011748194694519,0.11678103067251835,-0.013469630380361072,3.4102593700091046,1.075098575238339,0.12311364851220698,-1.7708860317866006,0.014186631003891444,0.0010640868355621081,-0.6737514118353526,0.013806381405600731,0.0010037523885988119,-1.0971346139907836,0.0006411667247421527,6.033459282560155e-05,1.0971346139907836,0.0006411667247421527,-6.033459282560155e-05,0.11339946190516154,0.001267257601280934,2.2304064705054633e-05,0.1313549357155959,0.018389879038008143,0.001971350262175674
-394.93521764666536,0.0,1500.0,0.0,120.0,2084.0,0.8574924208726179,1787.0,297.0,3.2821919405651854,6.223003859298088,16584.84502849611,469.40000000000003,0.04574602865217815,103.64646464646466,61.08080808080806,4.547713277316192,99.0,90.06666666666666,47.13333333333333,5.184427464184617,15.0,103.64646464646466,61.08080808080806,4.547713277316192,99.0,0.08138889849503149,-0.021434755345729972,-0.0390635084224486,-0.003079518137650114,-0.060122394148926124,-0.513007280627239,-0.012333023793321192,3.0611476659189725,86.0,10500.0,6.0,136.07258224487305,77.16470009442787,0.4628492295742035,-7.727818489074707,-2.393458127975464,-0.9936680197715759,-1.3997900485992432,0.4705125689506531,0.4705125689506531,0.45855748653411865,6.929478645324707,-1.4345064163208008,-0.3384522795677185,-1.096054196357727,1.096054196357727,,0.11330295354127884,,0.21327799558639526,0.29074634512265524,0.13632863155828648,0.011557548184018248,-7.25486528078715,0.5422936394382855,-0.05404596901576407,-1.823920186360677,0.36846162982948816,-0.04235686401901835,-0.8149794101715088,0.138847607544607,-0.015463516073046593,-1.0089407642682393,0.23277409471819815,-0.026893347468604223,0.5799366345008214,0.07126243840027842,-0.008213333763986077,0.5799366345008214,0.07126243840027842,-0.008213333763986077,0.57470743060112,0.07444665735644461,-0.00858674574481766,6.2097510178883875,0.6131327427956701,0.06430443486859705,-1.6106571435928345,0.09873871872840735,0.010018995632982143,-0.5153016547362009,0.09851363003942028,0.009977476509314907,-1.095355490843455,0.0006791041075055776,4.151944191225395e-05,1.095355490843455,0.0006791041075055776,-4.151944191225395e-05,0.1139652080833912,0.0016594539668457126,1.016029626031269e-05,0.19470475018024444,0.01381289263799282,0.001532132931890686
3.1664919505907796,1.0,1500.0,0.0,127.0,2016.0,0.9385491590041329,1892.0,124.0,8.711099614845654,6.4188028414236635,16022.488806437606,317.8,0.05985384963085732,39.041176470588226,10.532352941176471,9.590069130962059,136.0,38.06666666666667,10.044444444444439,9.789691726454583,9.0,39.041176470588226,10.532352941176471,9.590069130962059,136.0,0.36329772106502967,-0.026074352130698458,-0.04034908217419769,-0.005464087491322028,-0.04993044648867326,-0.23958716625535856,-0.04262349499914882,10.313643741218629,127.0,12000.0,7.0,158.86359214782715,75.53650171043378,1.200150966644287,-10.534765243530273,-3.554025888442993,-1.364464521408081,-2.189561367034912,0.3175390958786011,0.3175390958786011,0.2925815284252167,9.838434219360352,-1.2917084693908691,-0.2097131758928299,-1.0819952487945557,1.0819952487945557,,0.1148158460855484,,0.22930499911308289,0.920547577738762,0.49797181662570683,0.03142793432491373,-9.71000270843506,1.032244936020837,-0.1073212870766508,-2.953130904833476,0.31590238517493063,-0.035619384640448545,-1.141683824857076,0.10496880821291828,-0.009141454335977543,-1.8114470918973287,0.22919461845386632,-0.026477931338767413,0.38646147052447,0.04360817816425155,-0.005032348844975872,0.38646147052447,0.04360817816425155,-0.005032348844975872,0.36657640238602957,0.047444344420994385,-0.005472224208218636,8.86389226913452,1.0760787915945567,0.11120677540644382,-1.3114098985989888,0.09702028461835817,0.007432298877745801,-0.22042937676111857,0.09518602017277816,0.007096384152421968,-1.0909805377324422,0.0037536679779561744,0.00033591485792592955,1.0909805377324422,0.0037536679779561744,-0.00033591485792592955,0.11513307119409243,0.0024340813113898994,6.125971293687737e-05,0.23012540837128956,0.008645170746788515,0.000645348784390492
18.237572693824767,1.0,1500.0,0.0,40.0,1926.0,0.3081354881787998,593.0,1333.0,9.744764830972041,4.319696633733654,14067.121573362736,295.0,0.06555846926530068,34.88217054263566,8.944186046511625,10.952587685844597,129.0,34.856179775280886,9.002247191011236,10.943004206072436,89.0,34.88217054263566,8.944186046511625,10.952587685844597,129.0,0.4177514957740578,-0.026065514976673688,-0.034403269016352454,-0.006164197754940979,-0.04558491782146243,-0.22674830808893884,-0.04661432857630345,13.246248714052129,40.0,13500.0,8.0,178.18193197250366,75.76525773714962,1.5348937511444092,-11.372314453125,-4.360467910766602,-1.418440818786621,-2.9420268535614014,0.21170935034751892,0.21170935034751892,0.18686546385288239,10.98701286315918,-0.988046407699585,0.06621932983398438,-1.0542657375335693,1.0542657375335693,,0.1312391459941864,,0.2341291904449463,1.5174130121866862,0.45733139940108863,0.011150418823632546,-11.164824422200521,0.7149780441996145,0.0032710973890261127,-4.056513500213623,0.3147025697330679,-0.03483336239688514,-1.457115364074707,0.11612725365693882,-0.009084549523036365,-2.599398136138916,0.22310376583634198,-0.025748813722502227,0.2593852256735166,0.03039187020443476,-0.0035069255761230435,0.2593852256735166,0.03039187020443476,-0.0035069255761230435,0.23400322943925858,0.030221848671073154,-0.0034857486359137005,10.5630277633667,0.6665062976388506,0.006141057507745016,-1.1776859521865846,0.0730635164318829,0.00442629809904684,-0.09741617826124033,0.06811324949241716,0.0038540452412092426,-1.080269738038381,0.008187928354752861,0.0005722533608968214,1.080269738038381,0.008187928354752861,-0.0005722533608968214,0.12600296835104624,0.006671830435331726,0.0005217652896354903,0.2315008188287417,0.008711039760856154,0.00017225907761209185
24.493185115583014,1.0,1500.0,0.0,33.0,2033.0,0.2369136290712322,481.0,1552.0,10.099144727258556,3.210928812138911,13565.752646767174,308.8,0.06697900399097692,33.65255474452557,8.468613138686134,11.353172021389337,137.0,33.646153846153865,8.400000000000002,11.338308204591256,104.0,33.65255474452557,8.468613138686134,11.353172021389337,137.0,0.4378909620748822,-0.023317955905419383,-0.02379557703431172,-0.0055240563278348325,-0.04726236515367211,-0.23122328516180943,-0.04149197319048209,14.775010482259596,33.0,15000.0,9.0,196.98764634132385,76.14690707055428,1.736011028289795,-11.075445175170898,-5.6078596115112305,-1.9008349180221558,-3.707024574279785,0.14072473347187042,0.14072473347187042,0.11950378119945526,10.433208465576172,-1.0346903800964355,0.010520834475755692,-1.0452110767364502,1.0452110767364502,,0.1513131558895111,,0.26711535453796387,2.354771637916565,0.5970550771273361,0.023790479740656185,-10.83129103978475,0.8244787584523793,0.0245820226870869,-5.007898314793905,0.25148654127040315,-0.022598285378020017,-1.6487277547518413,0.15713948657514223,0.0021281586870866213,-3.35917059580485,0.21537443715762397,-0.02472644684975081,0.1726821929216385,0.020396517734392446,-0.0023529879044372677,0.1726821929216385,0.020396517734392446,-0.0023529879044372677,0.14954525704185168,0.019282872391913473,-0.002224097423280313,10.475972874959309,0.8228601115520731,-0.02522906387210327,-1.0209800064563752,0.11939014695881772,0.009301833355917439,0.03987398305907845,0.11432256221895121,0.00852829699608621,-1.0608539819717406,0.01394157508864297,0.0007735351036335134,1.0608539819717406,0.01394157508864297,-0.0007735351036335134,0.14073502818743389,0.006826626670772237,0.0006687763734441941,0.252715577185154,0.010871134457080286,0.0009469847624771272
