episode_reward,episode_success,episode_length,episode_terminated,num_trajectories,scenario_total_flow_vph,scenario_cav_penetration,scenario_cav_flow_vph,scenario_hdv_flow_vph,avg_speed,avg_jerk,total_fuel_mL,tet_seconds,tet_rate,trip50_avg_time_s,trip50_avg_stop_time_s,trip50_avg_speed_mps,trip50_num_completed,trip50_hdv_avg_time_s,trip50_hdv_avg_stop_time_s,trip50_hdv_avg_speed_mps,trip50_hdv_num_completed,trip50_mix_avg_time_s,trip50_mix_avg_stop_time_s,trip50_mix_avg_speed_mps,trip50_mix_num_completed,r_speed_mean,r_accel_mean,r_jerk_mean,r_safety_mean,r_lc_mean,r_idle_mean,r_energy_mean,r_terminal_mean,num_terminals,step,episode,elapsed_time,steps_per_second,critic_loss,actor_loss,alpha_loss,alpha_acc_loss,alpha_lane_loss,alpha,alpha_acc,alpha_lane,q_mean,logp_mean,logp_acc_mean,logp_lane_mean,lane_entropy_mean,attn_gate_mean_actor,attn_ego_weight_actor,attn_gate_mean_q1,attn_ego_weight_q1,critic_loss_mean,critic_loss_std,critic_loss_slope,actor_loss_mean,actor_loss_std,actor_loss_slope,alpha_loss_mean,alpha_loss_std,alpha_loss_slope,alpha_acc_loss_mean,alpha_acc_loss_std,alpha_acc_loss_slope,alpha_lane_loss_mean,alpha_lane_loss_std,alpha_lane_loss_slope,alpha_mean,alpha_std,alpha_slope,alpha_acc_mean,alpha_acc_std,alpha_acc_slope,alpha_lane_mean,alpha_lane_std,alpha_lane_slope,q_mean_mean,q_mean_std,q_mean_slope,logp_mean_mean,logp_mean_std,logp_mean_slope,logp_acc_mean_mean,logp_acc_mean_std,logp_acc_mean_slope,logp_lane_mean_mean,logp_lane_mean_std,logp_lane_mean_slope,lane_entropy_mean_mean,lane_entropy_mean_std,lane_entropy_mean_slope,attn_ego_weight_actor_mean,attn_ego_weight_actor_std,attn_ego_weight_actor_slope,attn_ego_weight_q1_mean,attn_ego_weight_q1_std,attn_ego_weight_q1_slope
-4069.7849103382655,0.0,1500.0,0.0,55.0,1942.0,0.9054173266933417,1758.0,184.0,1.928888075820248,8.463563240953206,2274.072137816727,52.0,0.029485144023588115,176.35999999999999,133.71999999999997,2.962005532629317,10.0,108.0,73.75,4.742491233019246,4.0,176.35999999999999,133.71999999999997,2.962005532629317,10.0,-0.008365203249351237,-0.023022733600276242,-0.06085000486565876,-0.0016716639374015467,-0.02493790262323497,-0.45263434237363437,-0.003846203684051721,0.1680304096963124,7.0,1500.0,0.0,50.88354206085205,29.47907986055958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8221.856272757053,0.0,1500.0,0.0,33.0,2052.0,0.31864202907271094,653.0,1399.0,5.294304222043522,6.142227669272827,7919.173780322261,329.8,0.09345423632757155,64.16363636363637,26.312727272727265,7.667182259418207,55.0,57.50943396226416,19.773584905660375,7.902098997861624,53.0,64.16363636363637,26.312727272727265,7.667182259418207,55.0,-0.007245445343190734,-0.023856433555132738,-0.061078053726462946,-0.001317179615306553,-0.024205088827618203,-0.45221807266762065,-0.00401823452485854,0.0997571989468053,2.0,3000.0,1.0,76.15972590446472,39.3908980681367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3606.9171181172132,0.0,1500.0,0.0,30.0,2044.0,0.26312945593648973,537.0,1507.0,4.42471148407179,6.241608876906119,8773.244289327477,306.8,0.0688015787585217,76.88275862068964,36.65517241379311,6.186965800433743,58.0,63.35555555555555,23.677777777777777,6.545960095847528,54.0,76.88275862068964,36.65517241379311,6.186965800433743,58.0,-0.007704856088051418,-0.023736270321927756,-0.06152758380992376,-0.0010644189115889863,-0.025859593139213356,-0.4516952532907858,-0.003920901574263683,0.08478762151113649,4.0,4500.0,2.0,100.53010320663452,44.76271143132598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10681.541527360678,0.0,1500.0,0.0,42.0,2018.0,0.5101947975329254,1029.0,989.0,4.378326327049192,6.430489697795389,3910.0620874412266,128.6,0.06369489846458642,77.65384615384616,38.39999999999999,6.912793551281359,26.0,62.833333333333336,23.925,7.375684163390916,24.0,77.65384615384616,38.39999999999999,6.912793551281359,26.0,-0.007996605872685381,-0.02345186583694855,-0.0611348407447411,-0.0016303610891620346,-0.024438338451595758,-0.4529928344377997,-0.0038429741955418816,0.0879616862718196,2.0,6000.0,3.0,130.51673936843872,45.971114732359815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-7031.692962209384,0.0,1500.0,0.0,43.0,2001.0,0.7771467107628444,1555.0,446.0,2.5607881866790154,6.918177846963362,2200.4801411185595,57.800000000000004,0.03954570333880679,132.87272727272727,95.74545454545454,5.210436962578078,11.0,92.55000000000001,59.449999999999996,6.622442758152371,8.0,132.87272727272727,95.74545454545454,5.210436962578078,11.0,-0.009670188331439605,-0.023418792061542012,-0.06066612091084307,-0.0017255708295677461,-0.023359221176988777,-0.45429063662218333,-0.003750346632482138,0.10044701983401243,3.0,7500.0,4.0,159.05881333351135,47.15236988644037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1554.8432998326089,0.0,1500.0,0.0,38.0,1933.0,0.35894378283200457,693.0,1240.0,3.060888782832409,6.3194921321067,9252.352922597891,343.6,0.05833814390981018,111.12830188679246,66.55094339622639,4.5884713014142315,53.0,88.44090909090909,45.654545454545456,5.190909800367941,44.0,111.12830188679246,66.55094339622639,4.5884713014142315,53.0,0.01387848450614234,-0.025714622553430516,-0.05983473670904643,-0.0020150787719354774,-0.027927052983709507,-0.39541743102766086,-0.0063655128653590225,0.1467945333893064,9.0,9000.0,5.0,198.75587821006775,45.281679621509255,0.13040325045585632,-5.802820682525635,-1.0835087299346924,-1.0835087299346924,0.0,0.7191411256790161,0.7191411256790161,0.7191411256790161,4.874944686889648,-1.3293523788452148,-1.3293523788452148,0.0,0.0,,0.11402840167284012,,0.11412371695041656,0.11087763532996178,0.034493219985830215,-0.0017916535857124276,-4.328450298309326,0.8970870222079201,-0.10299252211981265,-0.37121908679643334,0.42966088080147374,-0.04963973524734987,-0.37121908679643334,0.42966088080147374,-0.04963973524734987,0.0,0.0,0.0,0.901151563723882,0.11675098921645002,-0.013465833809802775,0.901151563723882,0.11675098921645002,-0.013465833809802775,0.901151563723882,0.11675098921645002,-0.013465833809802775,3.115176296234131,1.055326634492868,0.12112957160915758,-1.361623994509379,0.014178674044318612,0.0012708294776178546,-1.361623994509379,0.014178674044318612,0.0012708294776178546,0.0,0.0,0.0,0.0,0.0,0.0,0.11361887380480766,0.0020749531466054184,4.182477482697672e-06,0.11370949447154999,0.002142209931513128,2.6591097287525827e-05
-349.18916688036563,0.0,1500.0,0.0,120.0,2084.0,0.8574924208726179,1787.0,297.0,2.9274155342618924,6.591439575805257,13597.587618637694,476.8,0.05255384344068955,116.3153846153846,71.3794871794872,4.024801413456458,78.0,93.04615384615386,50.06153846153846,5.197966851821482,13.0,116.3153846153846,71.3794871794872,4.024801413456458,78.0,0.061641053008013126,-0.016712254523540224,-0.040677693672922115,-0.00320412919927902,-0.029095187960602377,-0.3258732272248715,-0.009702256597875485,1.3440763155314464,67.0,10500.0,6.0,262.5088438987732,39.998652403684105,0.185546875,-6.630075454711914,-2.346342086791992,-2.346342086791992,0.0,0.46209847927093506,0.46209847927093506,0.46209847927093506,6.060866355895996,-1.0805281400680542,-1.0805281400680542,0.0,0.0,,0.11403924971818924,,0.11405325680971146,0.1655832623442014,0.04733959192532319,0.0025058255544361174,-6.502760553359986,0.4241360088816549,-0.04483737468189059,-1.796766503651937,0.3810560406363192,-0.04385803130365186,-1.796766503651937,0.3810560406363192,-0.04385803130365186,0.0,0.0,0.0,0.5761705954869588,0.0734686000997935,-0.008472112328377667,0.5761705954869588,0.0734686000997935,-0.008472112328377667,0.5761705954869588,0.0734686000997935,-0.008472112328377667,5.703068129221598,0.5025236620576792,0.054305303826082715,-1.2656397263209025,0.06998607786704594,0.006329715503866602,-1.2656397263209025,0.06998607786704594,0.006329715503866602,0.0,0.0,0.0,0.0,0.0,0.0,0.11451735297838847,0.001412170105995469,-8.792019924679097e-06,0.11456306427717208,0.0014151527294160196,-1.0953835305967624e-05
1.9710497856140137,1.0,1500.0,0.0,127.0,2016.0,0.9385491590041329,1892.0,124.0,7.585105333935762,6.4414777200675015,16699.499740086543,370.8,0.06078289948200118,44.85588235294119,14.870588235294115,8.431047982630647,136.0,39.199999999999996,10.711111111111116,9.625676962444675,9.0,44.85588235294119,14.870588235294115,8.431047982630647,136.0,0.30059553874539524,-0.020963567338940624,-0.04104074695444415,-0.005259761596896781,-0.02554794520548265,-0.1831240487062405,-0.036574997859613614,4.43671963764046,127.0,12000.0,7.0,296.7110242843628,40.44339110399688,0.35938599705696106,-8.945320129394531,-3.3223071098327637,-3.3223071098327637,0.0,0.3009170591831207,0.3009170591831207,0.3009170591831207,8.432769775390625,-0.8071194887161255,-0.8071194887161255,0.0,0.0,,0.11387494206428528,,0.11812623590230942,0.3611598824461301,0.19761463395930992,0.009652805298533663,-8.338652165730794,0.7017741488544491,-0.07481272721847508,-2.9295956532160443,0.28133223738069324,-0.031800533004013906,-2.9295956532160443,0.28133223738069324,-0.031800533004013906,0.0,0.0,0.0,0.3728019545475642,0.046000878230402595,-0.0053057848213777245,0.3728019545475642,0.046000878230402595,-0.0053057848213777245,0.3728019545475642,0.046000878230402595,-0.0053057848213777245,7.716519323984782,0.7412509375977655,0.0794881303000103,-0.9986939291159312,0.10990274179887445,0.010723854370987086,-0.9986939291159312,0.10990274179887445,0.010723854370987086,0.0,0.0,0.0,0.0,0.0,0.0,0.11489201212922732,0.001540683938022275,3.752998004898286e-05,0.11598285560806593,0.0021027546009638205,0.00017583112131899315
30.86924244761467,1.0,1500.0,0.0,40.0,1926.0,0.3081354881787998,593.0,1333.0,9.8153222796786,3.5704171066497516,13296.6571019131,297.2,0.0665263911895062,34.63100775193798,9.179844961240308,11.06837229398778,129.0,34.73033707865167,9.238202247191012,11.021735314523294,89.0,34.63100775193798,9.179844961240308,11.06837229398778,129.0,0.424430302889258,-0.021271787777358532,-0.03402967257415784,-0.005158646073355294,-0.020872834259561462,-0.14751552795031056,-0.048088821034373445,8.310185823000804,40.0,13500.0,8.0,318.7452881336212,42.35356726070462,0.37390804290771484,-9.965486526489258,-4.469239234924316,-4.469239234924316,0.0,0.19601045548915863,0.19601045548915863,0.19601045548915863,9.56869888305664,-0.7830464243888855,-0.7830464243888855,0.0,0.0,,0.13550502061843872,,0.16038677096366882,0.6964851429065069,0.2521791459482806,0.011207412088805756,-9.58090098698934,0.3941669186215377,-0.011135057400543038,-3.9475719690322877,0.30225619546990146,-0.03237668319591815,-3.9475719690322877,0.30225619546990146,-0.03237668319591815,0.0,0.0,0.0,0.24306310564279557,0.030001018549804543,-0.00346106963441423,0.24306310564279557,0.030001018549804543,-0.00346106963441423,0.24306310564279557,0.030001018549804543,-0.00346106963441423,9.152961444854736,0.41154964377715625,0.01812616354631502,-0.8205686370531718,0.09305484373937996,0.005404070964511984,-0.8205686370531718,0.09305484373937996,0.005404070964511984,0.0,0.0,0.0,0.0,0.0,0.0,0.12472770288586617,0.006228230461738535,0.0005696828807553925,0.14124548410375912,0.011180029749787192,0.0011989897678505708
34.38191890716553,1.0,1500.0,0.0,33.0,2033.0,0.2369136290712322,481.0,1552.0,9.887750241309874,2.682563408642173,13301.407157671138,315.6,0.06701490635749777,34.37518248175185,9.008759124087591,11.14838474284095,137.0,34.49038461538463,9.053846153846157,11.117721524244818,104.0,34.37518248175185,9.008759124087591,11.14838474284095,137.0,0.4316032278475508,-0.017944834347771256,-0.025437592128831715,-0.007128106641101229,-0.021005025125627807,-0.1465326633165829,-0.04156333950122511,8.452871715839704,33.0,15000.0,9.0,340.39000821113586,44.06709844049199,1.3802573680877686,-9.989234924316406,-5.126626968383789,-5.126626968383789,0.0,0.1270197182893753,0.1270197182893753,0.1270197182893753,9.715641975402832,-0.5248837471008301,-0.5248837471008301,0.0,0.0,,0.14490017294883728,,0.18525342643260956,1.1514599243799846,0.3202391071779131,0.02215690801087952,-9.815352853139242,0.5031194410353623,0.02239142875119796,-4.851195128758748,0.31962758485958004,-0.02997828802887396,-4.851195128758748,0.31962758485958004,-0.02997828802887396,0.0,0.0,0.0,0.1579577664534251,0.019744278934510015,-0.002277846967550754,0.1579577664534251,0.019744278934510015,-0.002277846967550754,0.1579577664534251,0.019744278934510015,-0.002277846967550754,9.48692897160848,0.5245328591242375,-0.019035427403264416,-0.6603797217210133,0.10308983855270848,0.003939170023225457,-0.6603797217210133,0.10308983855270848,0.003939170023225457,0.0,0.0,0.0,0.0,0.0,0.0,0.1375083218018214,0.005876739165054432,0.00047933575308760395,0.16765273461739222,0.009865844139589,0.0009960330202263882
