episode_reward,episode_success,episode_length,episode_terminated,num_trajectories,scenario_total_flow_vph,scenario_cav_penetration,scenario_cav_flow_vph,scenario_hdv_flow_vph,avg_speed,avg_jerk,total_fuel_mL,tet_seconds,tet_rate,trip50_avg_time_s,trip50_avg_stop_time_s,trip50_avg_speed_mps,trip50_num_completed,trip50_hdv_avg_time_s,trip50_hdv_avg_stop_time_s,trip50_hdv_avg_speed_mps,trip50_hdv_num_completed,trip50_mix_avg_time_s,trip50_mix_avg_stop_time_s,trip50_mix_avg_speed_mps,trip50_mix_num_completed,r_speed_mean,r_accel_mean,r_jerk_mean,r_safety_mean,r_lc_mean,r_idle_mean,r_energy_mean,r_terminal_mean,num_terminals,step,episode,elapsed_time,steps_per_second,ppo_loss,ppo_policy_loss,ppo_value_loss,ppo_entropy,ppo_num_samples,ppo_num_trajectories,ppo_loss_mean,ppo_loss_std,ppo_loss_slope,ppo_policy_loss_mean,ppo_policy_loss_std,ppo_policy_loss_slope,ppo_value_loss_mean,ppo_value_loss_std,ppo_value_loss_slope,ppo_entropy_mean,ppo_entropy_std,ppo_entropy_slope,ppo_num_samples_mean,ppo_num_samples_std,ppo_num_samples_slope,ppo_num_trajectories_mean,ppo_num_trajectories_std,ppo_num_trajectories_slope
-616.8759806339557,0.0,1500.0,0.0,62.0,1840.0,0.4993500761961034,918.0,922.0,3.7875084442066664,9.439696306864944,11592.162451600232,402.40000000000003,0.06893952372794243,89.80000000000003,43.138461538461556,5.482918903128433,65.0,68.275,23.035000000000004,6.281304805290686,40.0,89.80000000000003,43.138461538461556,5.482918903128433,65.0,0.04653357211421392,-0.02997983763046416,-0.05983606081424527,-0.003446324906992109,-0.05627930625386372,-0.34074346082142254,-0.010529326218239028,1.679665361309773,26.0,16500.0,10.0,364.24509358406067,45.29916885810329,22.76486587524414,0.4111490845680237,44.70795440673828,2.6064867973327637,6404.0,16.0,25.852423667907715,3.087557792663574,-6.175115585327152,0.22061393689364195,0.19053514767438173,0.38107029534876335,51.26413345336914,6.556179046630859,-13.112358093261726,2.5673820972442627,0.03910470008850098,0.07820940017700151,13978.0,7574.0,-15148.0,24.5,8.5,-17.0
-486.6665701520714,0.0,1500.0,0.0,100.0,1984.0,0.902077648573482,1789.0,195.0,2.9594811907060996,8.983300586611286,8966.771647796959,293.8,0.05216248845962645,114.94693877551022,72.39183673469391,4.612474422288294,49.0,83.6,43.40000000000003,4.888778289205418,6.0,114.94693877551022,72.39183673469391,4.612474422288294,49.0,0.06192616707144514,-0.027421287205843956,-0.05514222541056427,-0.004164129307120205,-0.059431440835798696,-0.33907021948651495,-0.012106301205382466,2.0607370240212948,44.0,18000.0,11.0,411.30224108695984,43.76343769105391,16.37384605407715,-0.21567200124263763,33.17954635620117,2.5424492359161377,10398.0,16.0,24.84521738688151,11.841407089400404,-0.09842491149902757,-0.12091978639364243,0.0718515992111487,-0.08695827797055244,49.93277359008789,23.660212364300634,-0.022935867309578178,2.4893120924631753,0.0970468075699032,-0.014940977096558066,14591.0,10479.642074040506,-9300.000000000004,26.0,14.142135623730951,-15.000000000000005
-619.8401008447012,0.0,1500.0,0.0,114.0,2069.0,0.8197722634388531,1696.0,373.0,2.80747114050512,9.374131722099213,11691.484920554765,397.0,0.052779919700071794,121.31935483870967,72.76129032258062,4.069596875016526,62.0,84.67142857142858,39.92857142857143,6.047377587515725,14.0,121.31935483870967,72.76129032258062,4.069596875016526,62.0,0.04431188744833662,-0.028469164742759127,-0.05590936642949556,-0.0034490809925612495,-0.06077387013390095,-0.3528315187593013,-0.009761269466074906,1.0648347371238196,48.0,19500.0,12.0,474.9916787147522,41.053350771878215,14.297636985778809,-0.0573682077229023,28.710554122924805,2.7200167179107666,14711.0,16.0,19.456790685653687,5.214843482306509,-2.998330974578856,-0.09919225797057152,0.07966596811747276,0.0555564731359482,39.112486362457275,10.550408214856501,-6.107763099670412,2.605379104614258,0.07061796143811373,0.05888829231262203,16275.75,11105.722834984674,-5441.700000000003,29.0,22.516660498395403,-15.600000000000005
-363.3908487558365,0.0,1500.0,0.0,47.0,1845.0,0.37485200015083087,691.0,1154.0,4.58952275579051,7.36319727186528,13338.173064833665,304.2,0.04945537311006341,74.10843373493974,38.920481927710846,6.838661649495778,83.0,60.09090909090909,27.887272727272727,7.827897172674765,55.0,74.10843373493974,38.920481927710846,6.838661649495778,83.0,0.07760415213917653,-0.031650783956796935,-0.052954171640536965,-0.002855962951501782,-0.058492047097699146,-0.33871101012187566,-0.01573755298292096,2.1023861283252563,28.0,21000.0,13.0,507.5016567707062,41.37917525949672,19.4623966217041,-0.10110888630151749,39.1275749206543,2.812422752380371,5628.0,16.0,13.655590772628784,5.806805849075317,11.613611698150631,-0.13294344022870064,0.03183455392718315,0.06366910785436632,27.57759666442871,11.549978256225586,23.099956512451165,2.6373506784439087,0.1750720739364624,0.3501441478729246,19486.5,13858.5,-27716.999999999993,41.0,25.0,-50.0
-439.0765493683896,0.0,1500.0,0.0,109.0,2080.0,0.7842354002024517,1631.0,449.0,3.3992810210822637,9.11993669826521,13061.150550274539,399.8,0.05396285498326315,100.1189189189189,58.24594594594594,5.2182326800688,74.0,72.26249999999999,34.037499999999994,6.081637290544131,16.0,100.1189189189189,58.24594594594594,5.2182326800688,74.0,0.0594808252734592,-0.029440621389437056,-0.05453117194282971,-0.0033841072494877555,-0.06214448382729396,-0.34397527439598635,-0.01194033347275287,2.331241440943231,59.0,22500.0,14.0,562.4611282348633,40.00276440544496,16.79890251159668,-0.09748126566410065,33.79332733154297,2.7979354858398438,11596.0,16.0,12.472448825836182,3.8788875926690816,3.4085544586181644,-0.08011976373381913,0.05121760814389059,-0.01601409921422603,25.10568642616272,7.797916508576776,6.849134159088136,2.745890200138092,0.21666667895373462,-0.014564061164856187,9913.0,5867.6697674630595,-1739.600000000001,19.75,6.49519052838329,-4.500000000000002
-233.06663758255715,0.0,1500.0,0.0,58.0,1962.0,0.43766973094116696,858.0,1104.0,4.607028726730396,8.649662713341487,17612.617065210994,360.40000000000003,0.04649002863703207,73.83047619047619,34.500952380952384,6.218866926733367,105.0,60.03125000000002,22.446875,7.208897419155387,64.0,73.83047619047619,34.500952380952384,6.218866926733367,105.0,0.09650822509498899,-0.03827887865254585,-0.055962310769047875,-0.002928864580103245,-0.05901889887052803,-0.2965296156856898,-0.02015013479037254,1.73854228019942,43.0,24000.0,15.0,597.8079288005829,40.14667394618303,9.11119270324707,-0.18665574491024017,18.596269607543945,2.858940839767456,8374.0,16.0,9.216860294342041,2.108339677739979,1.2110273838043193,-0.12927330285310745,0.12317950800737257,-0.11425871774554253,18.692816734313965,4.447164107409517,2.6505894660949667,2.748272260030111,0.07825455343385301,0.08294713497161872,16663.0,14705.814790982058,-14476.000000000007,31.0,21.213203435596427,-22.499999999999996
-3.233592024216285,0.0,1500.0,0.0,27.0,2023.0,0.19487578205219624,394.0,1629.0,9.298538045210519,5.008603071566748,15602.447955176445,278.0,0.056309499696171765,36.57037037037037,8.868148148148148,10.53904834520536,135.0,34.93394495412843,8.51926605504587,10.8935982493568,109.0,36.57037037037037,8.868148148148148,10.53904834520536,135.0,0.30223546880043234,-0.04183319635053075,-0.05128292815612209,-0.0028412455821559485,-0.05161588180978671,-0.14478301015697137,-0.05185283040037096,5.508222076388549,26.0,25500.0,16.0,611.4044425487518,41.70725337503038,7.273346900939941,-0.06286241114139557,14.672933578491211,2.576016426086426,2669.0,16.0,7.816214084625244,0.5428671836853027,-1.0857343673706072,-0.10627295821905136,0.04341054707765579,0.08682109415531156,15.845547676086426,1.1726140975952148,-2.3452281951904297,2.8680347204208374,0.2920182943344116,-0.5840365886688232,8416.5,5747.5,-11495.0,21.0,5.0,-10.000000000000004
-59.45407288199977,0.0,1500.0,0.0,96.0,2068.0,0.6956732113593945,1438.0,630.0,5.5225946794665886,9.086343480066628,21043.28383622745,379.6,0.045338365621192936,61.56323529411764,23.46617647058823,6.5576033636865585,136.0,55.29767441860466,18.683720930232564,7.120467964538534,43.0,61.56323529411764,23.46617647058823,6.5576033636865585,136.0,0.18877705324465818,-0.03464112838993444,-0.05064035402496725,-0.002971803473963957,-0.05952136048822316,-0.21122197078790372,-0.03281644097825113,2.8801177674140286,95.0,27000.0,17.0,643.3112399578094,41.97035326441794,7.716768264770508,0.0024026278406381607,15.429262161254883,2.6537368297576904,6474.0,16.0,6.794804493586223,1.576280268260535,0.11214679990495903,0.002938691216210524,0.09298166285240575,0.009262434020638456,13.584261894226074,3.042881194007425,0.20577125549316272,2.6512025594711304,0.1416157906128154,0.012542268208094913,4639.166666666667,1322.8730622735081,737.1142857142859,16.0,0.0,0.0
-13.341527948012718,0.0,1500.0,0.0,117.0,1977.0,0.8832824103350333,1746.0,231.0,7.475218753137998,8.298950420477032,19079.123796123255,315.0,0.05210228588441563,45.45714285714287,15.300751879699249,8.411678759504921,133.0,40.25,12.225000000000005,9.645934892223,16.0,45.45714285714287,15.300751879699249,8.411678759504921,133.0,0.29303611091022996,-0.03538403340242532,-0.04367972228451847,-0.0044636557730486585,-0.05806712168328371,-0.184927910827511,-0.050500027778031704,4.43271299759779,117.0,28500.0,18.0,670.2977185249329,42.51842011743308,0.7124133110046387,-0.15499114990234375,1.7353532314300537,2.7216358184814453,4538.0,16.0,3.2907798886299133,2.512566460209739,-0.4635708218529109,-0.11291983863338828,0.08288237333195017,0.005367783253036797,6.807954549789429,5.087146141456086,-0.9378777855918521,2.775625377893448,0.11862642831043699,-0.0027104985146296713,3604.75,797.7242239646481,83.76190476190487,16.0,0.0,-1.2010364325881774e-15
-3.974003302134,0.0,1500.0,0.0,65.0,2068.0,0.4650320388226479,961.0,1107.0,8.435533508318422,6.879043928492783,18512.44138834873,317.20000000000005,0.056600406837728844,40.31798561151079,12.015827338129496,9.4347653568672,139.0,37.859459459459465,11.062162162162162,10.067164675282536,74.0,40.31798561151079,12.015827338129496,9.4347653568672,139.0,0.3217840495740383,-0.040177867415684805,-0.04325300129420048,-0.004007500025634682,-0.055842005676450056,-0.16702144433932514,-0.05694306331909908,4.897153027234369,65.0,30000.0,19.0,687.8338959217072,43.615181191092034,1.7062345743179321,-0.054191846400499344,3.521435022354126,2.9103691577911377,3569.0,16.0,6.078524261713028,3.982527921123062,-1.7509925961494444,-0.005294138565659523,0.06665836465496784,-0.0533445529639721,12.168236076831818,7.944037761889455,-3.3953071832656865,2.9976998567581177,0.10435612475979074,-0.05570368766784657,3109.75,346.9469519969876,309.3000000000001,16.0,0.0,-1.89900533991096e-15
-5.137332925796509,0.0,1500.0,0.0,75.0,1890.0,0.5952623266138712,1125.0,765.0,8.341544876476405,7.219873067666767,17184.19679235828,323.0,0.06291880941249806,40.74285714285715,13.142857142857142,9.563107178394652,126.0,38.34901960784314,11.450980392156861,10.105436761714268,51.0,40.74285714285715,13.142857142857142,9.563107178394652,126.0,0.3264768579513264,-0.039151215585909074,-0.0405601046657432,-0.0049007338194169674,-0.05496679579414168,-0.18494050913115662,-0.05789599216239047,5.644624992531866,75.0,31500.0,20.0,705.7257752418518,44.63490084261832,5.0095038414001465,0.05784258991479874,9.903966903686523,3.220892906188965,3935.0,16.0,2.29330512881279,1.6042597651856132,0.9577200770378115,-0.07884415239095688,0.0846696108489585,0.037798188626766205,4.744915246963501,3.04379213287627,1.839852237701416,3.083035707473755,0.11295558474398784,0.041950702667236224,3028.0,561.1670874169297,473.20000000000005,16.0,0.0,-1.89900533991096e-15
23.559364892542362,1.0,1500.0,0.0,32.0,2032.0,0.2293658414375746,466.0,1566.0,9.908770481914878,3.730582489284901,14811.493192745715,297.6,0.06334340811374568,34.293430656934305,8.872992700729924,11.199331985374938,137.0,34.47428571428571,9.032380952380947,11.101284241885898,105.0,34.293430656934305,8.872992700729924,11.199331985374938,137.0,0.433721850744491,-0.03663093425272035,-0.03347131738702901,-0.005279354495514993,-0.05189425478767488,-0.13873855120732723,-0.07043933136486542,8.956990833788254,32.0,33000.0,21.0,716.7203686237335,46.043061484868254,0.795601487159729,-0.09416854381561279,1.780156135559082,3.080596446990967,2267.0,16.0,1.8232759833335876,1.0276744961738586,-2.0553489923477173,-0.045027040876448154,0.04914150293916464,-0.09828300587832926,3.7372443675994873,1.9570882320404053,-3.91417646408081,3.1921701431274414,0.11157369613647461,-0.2231473922729501,2664.0,397.0,-794.0000000000005,16.0,0.0,-1.7763568394002505e-15
13.393123091051454,1.0,1500.0,0.0,76.0,1810.0,0.6273123987904075,1135.0,675.0,9.45120002991066,7.308935600223978,16369.390517846516,284.8,0.06489541083716903,35.97213114754098,9.61311475409836,10.622335147780332,122.0,34.634782608695666,9.126086956521737,11.056144644154994,46.0,35.97213114754098,9.61311475409836,10.622335147780332,122.0,0.39182846606345634,-0.04012962871084873,-0.03990632758017807,-0.005393181360673768,-0.05144619822130257,-0.14974761637689288,-0.06667958457433433,7.066252988539995,76.0,34500.0,22.0,733.0685904026031,47.06244470391579,1.0982491970062256,-0.21899431943893433,2.635155200958252,3.3414742946624756,2594.0,16.0,1.2055566549301147,0.3415469804836038,0.0638600230216978,-0.0571932973805815,0.08339239356141437,-0.03247608554083852,2.5261446475982665,0.6393669084308607,0.19268348217010467,3.2237743854522707,0.09048547234962699,0.05646104812622052,2575.6,144.8925118838099,-6.400000000000351,16.2,0.39999999999999997,-2.594535229648264e-15
14.040935165477249,1.0,1500.0,0.0,53.0,1915.0,0.4146595840752294,794.0,1121.0,9.486229778410348,6.0991974367503845,16188.124517775977,296.40000000000003,0.06465686488373108,35.814062499999984,9.6875,10.683598855337628,128.0,35.37066666666666,9.66666666666667,10.816068428269805,75.0,35.814062499999984,9.6875,10.683598855337628,128.0,0.3960336835002217,-0.04045306509588177,-0.03823418250730674,-0.005538720133753509,-0.05284769748289469,-0.1482426632641225,-0.06927309164690304,7.299595373969469,53.0,36000.0,23.0,746.546139717102,48.222069721828476,0.9773575663566589,-0.019554683938622475,1.994537591934204,3.5656991004943848,2726.0,16.0,1.0451689958572388,0.23574375196389266,-0.19220378994941711,0.018264316022396088,0.027541683720423118,-0.024329744279384613,2.054493506749471,0.4766872558325801,-0.3357203006744387,3.4208898544311523,0.11379750230663671,0.13901054859161338,2776.0,80.81254028099022,6.99999999999997,16.0,0.0,7.944109290391273e-16
22.23671531677246,1.0,1500.0,0.0,7.0,1951.0,0.050280831653903284,98.0,1853.0,9.891963631307393,2.949988916884121,13295.459289445365,283.8,0.06307788051209104,34.34503816793894,8.88854961832061,11.158347106571693,131.0,34.23709677419355,8.841935483870966,11.198497896791258,124.0,34.34503816793894,8.88854961832061,11.158347106571693,131.0,0.405538687340986,-0.03071294550692014,-0.02917131113262761,-0.0037098354323571404,-0.039157706093190275,-0.15053763440860216,-0.05858283086478146,7.303609719188394,7.0,37500.0,24.0,754.3538312911987,49.711419819811454,0.6464272141456604,0.010817436501383781,1.2718517780303955,3.1611173152923584,2548.0,16.0,0.6464272141456604,0.0,0.0,0.010817436501383781,0.0,0.0,1.2718517780303955,0.0,0.0,3.1611173152923584,0.0,0.0,2548.0,0.0,0.0,16.0,0.0,0.0
17.301877154244316,1.0,1500.0,0.0,36.0,2059.0,0.2609595715531248,537.0,1522.0,9.593020079636945,4.41514221326366,15420.774938457387,273.8,0.05602389916516615,35.4144927536232,9.382608695652173,10.805453419678665,138.0,35.43137254901961,9.354901960784309,10.744661755623573,102.0,35.4144927536232,9.382608695652173,10.805453419678665,138.0,0.4100054231151423,-0.03871967616677249,-0.03505012532116076,-0.00609424723725361,-0.05322069693769804,-0.14906722984864484,-0.07029697818796189,8.21754759300281,36.0,39000.0,25.0,766.0271546840668,50.91203328958332,0.7121632099151611,-0.07124287635087967,1.5674406290054321,3.1422290802001953,2759.0,16.0,0.848116546869278,0.13595333695411682,-0.27190667390823375,-0.03643059293972328,0.034812283411156386,-0.06962456682231274,1.7697306275367737,0.20228999853134155,-0.4045799970626831,3.1817437410354614,0.03951466083526611,-0.07902932167053267,2553.5,205.5,410.99999999999955,16.0,0.0,-1.7763568394002505e-15
15.741477560997009,1.0,1500.0,0.0,40.0,1800.0,0.33243284500018844,598.0,1202.0,9.79554300086035,4.783715341626413,13820.55979822996,282.2,0.06721928445524272,34.69586776859505,9.287603305785126,11.081273378675885,121.0,34.32592592592593,8.980246913580247,11.166674563616304,81.0,34.69586776859505,9.287603305785126,11.081273378675885,121.0,0.40795785155833186,-0.03902953807961657,-0.036674469280752305,-0.006497732635028697,-0.05168769716088423,-0.15591482649842273,-0.06917391901865605,7.978199411918122,40.0,40500.0,26.0,777.5884046554565,52.08410999640001,3.1624913215637207,-0.023480217903852463,6.372562885284424,3.1002297401428223,2589.0,16.0,1.6823106110095978,1.480180710554123,2.9603614211082454,-0.08436240814626217,0.060882190242409706,0.1217643804848194,3.5339933931827545,2.8385694921016693,5.677138984203337,3.2373974323272705,0.13716769218444824,-0.27433538436889693,2484.0,105.0,209.99999999999977,16.0,0.0,-1.7763568394002505e-15
-12.550589381066043,0.0,1500.0,0.0,113.0,2000.0,0.846403658669177,1692.0,308.0,7.661445842603052,9.125962965991135,20785.545580484628,298.0,0.05011604049645151,44.37462686567167,15.116417910447762,8.77300366047133,134.0,43.21904761904762,14.2,8.830205643851187,21.0,44.37462686567167,15.116417910447762,8.77300366047133,134.0,0.3065894453228305,-0.04355646173402541,-0.04218252081907231,-0.004310933894169868,-0.056519091937023286,-0.18737496738279552,-0.06008555832227787,5.242307917839934,113.0,42000.0,27.0,802.5290603637695,52.33455344403639,9.13137435913086,-0.0021413848735392094,18.26776123046875,3.653388261795044,3533.0,16.0,3.341564808573042,3.11592473438217,1.2859510736806055,-0.049103493469634225,0.07735838548108208,0.023587578125963262,6.782021488462176,6.142580434585691,2.5247447916439603,3.424872738974435,0.22737074686092937,0.08953790153775892,3012.285714285714,587.010030161499,204.57142857142856,16.142857142857142,0.3499271061118825,-0.10714285714285757
12.050432279915876,1.0,1500.0,0.0,71.0,2081.0,0.5056900687143044,1052.0,1029.0,9.115348781664538,6.925781855067268,19204.640145815498,338.40000000000003,0.06482510248649477,37.28714285714287,10.534285714285712,10.162499264238607,140.0,37.39130434782607,11.049275362318838,10.121726298480494,69.0,37.28714285714287,10.534285714285712,10.162499264238607,140.0,0.3857711764162991,-0.04357724616427086,-0.03868810148639455,-0.005725181193011857,-0.04568892645816182,-0.14983093829247676,-0.07125000501889431,6.883424994603887,71.0,43500.0,28.0,819.6114792823792,53.07392721986636,1.0276498794555664,-0.03187918663024902,2.119830369949341,3.8615047931671143,2834.0,16.0,1.5008466124534607,1.059763982996176,0.22204189300537097,-0.04012487977743149,0.23174943162156955,0.08461117148399355,3.0826618909835815,1.8749244514098318,0.27488956451416047,3.594687747955322,0.2740368788946651,0.14070520401000933,2971.0,821.2787590093877,-274.20000000000044,16.0,0.0,-1.297267614824132e-15
